v1,v2,,,
NOT SPAM,"I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz",,,
NOT SPAM,Do you still have the grinder?,,,
SPAM,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,,,
NOT SPAM,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical",,,
SPAM,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",,,
NOT SPAM,K.i did't see you.:)k:)where are you now?,,,
NOT SPAM,So i'm doing a list of buyers.,,,
NOT SPAM,"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second",,,
NOT SPAM,Mm not entirely sure i understood that text but hey. Ho. Which weekend?,,,
NOT SPAM,They released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear.,,,
NOT SPAM,Don know..he is watching film in computer..,,,
NOT SPAM,No b4 Thursday,,,
NOT SPAM,"Oh, then your phone phoned me but it disconnected",,,
NOT SPAM,Id onluy matters when getting on from offcampus,,,
SPAM,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only,,,
NOT SPAM,"Excellent, I'll see what riley's plans are",,,
NOT SPAM,I will see in half an hour,,,
SPAM,"You've won tkts to the EURO2004 CUP FINAL or å£800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",,,
NOT SPAM,Ew are you one of them?,,,
NOT SPAM,Also hi wesley how've you been,,,
NOT SPAM,Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!,,,
SPAM,"Loan for any purpose å£500 - å£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",,,
SPAM,Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q,,,
NOT SPAM,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:),,,
NOT SPAM,"Hm good morning, headache anyone? :-)",,,
NOT SPAM,Yeah no probs - last night is obviously catching up with you... Speak soon ,,,
SPAM,FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free,,,
NOT SPAM,I might go 2 sch. Yar at e salon now v boring.,,,
NOT SPAM, &lt;#&gt;  mins but i had to stop somewhere first.,,,
NOT SPAM,"&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj",,,
NOT SPAM,One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -,,,
NOT SPAM,I didn't get the second half of that message,,,
NOT SPAM,Wat time do u wan 2 meet me later?,,,
NOT SPAM,I thank you so much for all you do with selflessness. I love you plenty.,,,
NOT SPAM,Am in film ill call you later.,,,
NOT SPAM,How dare you change my ring,,,
NOT SPAM,You are a very very very very bad girl. Or lady.,,,
NOT SPAM,I love ya too but try and budget your money better babe. Gary would freak on me if he knew,,,
NOT SPAM,"What part of \don't initiate\"" don't you understand""",,,
NOT SPAM,I finished my lunch already. U wake up already?,,,
NOT SPAM,You still at the game?,,,
NOT SPAM,You have got tallent but you are wasting.,,,
NOT SPAM,What is your record for one night? :),,,
NOT SPAM,"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend.",,,
NOT SPAM, gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number. ,,,
NOT SPAM,Jokin only lar... :-) depends on which phone my father can get lor...,,,
NOT SPAM,"Aight, lemme know what's up",,,
NOT SPAM,Get ready for  &lt;#&gt;  inches of pleasure...,,,
NOT SPAM,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,,,
NOT SPAM,;-) ok. I feel like john lennon.,,,
NOT SPAM,Cos darren say Ì_ considering mah so i ask Ì_...,,,
NOT SPAM,You are not bothering me but you have to trust my answers. Pls.,,,
NOT SPAM,"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance..""",,,
NOT SPAM,One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..,,,
NOT SPAM,Aight what time you want me to come up?,,,
NOT SPAM,Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?,,,
NOT SPAM,Your bill at 3 is å£33.65 so thats not bad!,,,
NOT SPAM,Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs,,,
NOT SPAM,"Hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?",,,
NOT SPAM,So how's the weather over there?,,,
NOT SPAM,"Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that! ",,,
NOT SPAM,Die... Now i have e toot fringe again...,,,
NOT SPAM,Lol they don't know about my awesome phone. I could click delete right now if I want.,,,
NOT SPAM,Ok,,,
NOT SPAM,"Awesome question with a cute answer: Someone asked a boy \how is ur life?\"" . . He smiled &amp; answered: . . \""She is fine!\"" Gudnite""",,,
NOT SPAM,Please leave this topic..sorry for telling that..,,,
NOT SPAM,Pls send me the correct name da.,,,
NOT SPAM,What happened to our yo date?,,,
SPAM,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN å£100 Cash WKENT/150P16+,,,
NOT SPAM,Webpage s not available!,,,
NOT SPAM,Just woke up. Yeesh its late. But I didn't fall asleep til &lt;#&gt; am :/,,,
SPAM,You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.,,,
NOT SPAM,"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details",,,
NOT SPAM,K..k...from tomorrow onwards started ah?,,,
NOT SPAM,What u talking bout early morning? It's almost noon where your at!,,,
NOT SPAM,Fine. Do you remember me.,,,
SPAM,"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603",,,
NOT SPAM,Ok. How many should i buy.,,,
NOT SPAM,"Sounds good, keep me posted",,,
SPAM,Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.,,,
NOT SPAM,Ok. So april. Cant wait,,,
NOT SPAM,Boy you best get yo ass out here quick,,,
NOT SPAM,Ay wana meet on sat?Ì_ wkg on sat?,,,
NOT SPAM,I'm now but have to wait till 2 for the bus to pick me.,,,
NOT SPAM,Apart from the one i told you about yesterday?,,,
NOT SPAM,Ok lor... But buy wat?,,,
NOT SPAM,Somebody should go to andros and steal ice,,,
NOT SPAM,Don know. I did't msg him recently.,,,
NOT SPAM,Take us out shopping and Mark will distract Isaiah.=D,,,
NOT SPAM,"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola",,,
NOT SPAM,There is no sense in my foot and penis.,,,
NOT SPAM,Okay but i thought you were the expert,,,
NOT SPAM,*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?,,,
NOT SPAM,S.s:)i thinl role is like sachin.just standing. Others have to hit.,,,
NOT SPAM,Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola,,,
NOT SPAM,"And very importantly, all we discuss is between u and i only.",,,
NOT SPAM,K..k:)how about your training process?,,,
NOT SPAM,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?,,,
NOT SPAM,In da car park ,,,
NOT SPAM,I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...,,,
NOT SPAM,So i asked how's anthony. Dad. And your bf,,,
NOT SPAM,"'Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-).",,,
NOT SPAM,What Today-sunday..sunday is holiday..so no work..,,,
NOT SPAM,Am going to take bath ill place the key in window:-),,,
SPAM,LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts,,,
NOT SPAM,"Dear, take care. I am just reaching home.love u a lot.",,,
NOT SPAM,staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323,,,
NOT SPAM,Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...,,,
NOT SPAM,Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.,,,
NOT SPAM,We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;,,,
NOT SPAM,"Yo, you at jp and hungry like a mofo?",,,
NOT SPAM,This is all just creepy and crazy to me.,,,
NOT SPAM,Ok... I din get ur msg...,,,
NOT SPAM,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,,,
NOT SPAM,Pathaya enketa maraikara pa',,,
NOT SPAM,Even if he my friend he is a priest call him now,,,
NOT SPAM,"U so lousy, run already come back then half dead... Hee...",,,
NOT SPAM,That's y i said it's bad dat all e gals know u... Wat u doing now?,,,
NOT SPAM,Or remind me in a few hrs.,,,
NOT SPAM,"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back.",,,
NOT SPAM,Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks,,,
NOT SPAM,Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?,,,
NOT SPAM,Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.,,,
SPAM,Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412,,,
NOT SPAM,Short But Cute : \ Be a good person ," but dont try to prove\"" ..... Gud mrng...""",,
NOT SPAM,Just haven't decided where yet eh ?,,,
NOT SPAM,"Wat time liao, where still got.",,,
NOT SPAM,Yes watching footie but worried we're going to blow it - Phil Neville?,,,
NOT SPAM,I wait 4 Ì_ inside da car park...,,,
NOT SPAM,Uncle Abbey! Happy New Year. Abiola,,,
NOT SPAM,Now am free call me pa.,,,
NOT SPAM,R u saying i should re order the slippers cos i had to pay for returning it.,,,
NOT SPAM,Stop knowing me so well!,,,
NOT SPAM,Good evening! this is roger. How are you?,,,
NOT SPAM,Small problem in auction:)punj now asking tiwary,,,
SPAM,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,,,
NOT SPAM,He telling not to tell any one. If so treat for me hi hi hi,,,
NOT SPAM,My uncles in Atlanta. Wish you guys a great semester.,,,
SPAM,1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+,,,
NOT SPAM,U coming 2 pick me?,,,
NOT SPAM,Thats cool. i liked your photos. You are very sexy!,,,
NOT SPAM,would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked,,,
NOT SPAM,"Haha better late than ever, any way I could swing by?",,,
NOT SPAM,Ok. But i finish at 6.,,,
SPAM,"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323.",,,
NOT SPAM,I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!,,,
NOT SPAM,So no messages. Had food?,,,
NOT SPAM,Ok going to sleep. Hope i can meet her.,,,
NOT SPAM,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,,,
NOT SPAM,Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks,,,
NOT SPAM,You're right I have now that I think about it,,,
NOT SPAM,Wat r u doing now?,,,
NOT SPAM,Is ur lecture over?,,,
SPAM,sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP,,,
NOT SPAM,Customer place i will call you,,,
NOT SPAM,Not planned yet :)going to join company on jan 5 only.don know what will happen after that.,,,
NOT SPAM,Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-),,,
NOT SPAM,"Haha I heard that, text me when you're around",,,
NOT SPAM,I.ll get there tomorrow and send it to you,,,
NOT SPAM,\SHIT BABE.. THASA BIT MESSED UP.YEH, SHE SHUDVETOLD U. DID URGRAN KNOW?NEWAY," ILLSPEAK 2 U2MORO WEN IM NOT ASLEEP...\""""",
NOT SPAM,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night,,,
NOT SPAM,"\CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDåÕS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.\""""",,,
NOT SPAM,"Sorry,  in meeting I'll call you later",,,
NOT SPAM,Yo! Howz u? girls never rang after india. L,,,
NOT SPAM,Yeah but which is worse for i,,,
SPAM,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,,,
NOT SPAM,I tagged MY friends that you seemed to count as YOUR friends.,,,
SPAM,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,,,
NOT SPAM,Ok...,,,
NOT SPAM,Long time. You remember me today.,,,
NOT SPAM,Havent shopping now lor i juz arrive only,,,
NOT SPAM,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE,,,
NOT SPAM,Are you up for the challenge? I know i am :),,,
